title,review
Sincerely Sensational.,"I cannot say that I've enjoyed a show as much as Yellowjackets this much since Game Of Thrones (excluding the final season). The stellar web of intricacies which flow throughout each episode with an incredibly cast and powerhouse performances, bring sheer joy. Juliette Lewis and Melanie Lynskey are phenomenal as are the younger cast. Astounded. What Lost could have been had it been run by these amazing show runners. Lord of the flies meets Alive meets early Lost. Cannot wait for each episode. Have re watched them. Glorious just glorious."
How does it end???,I liked this show early on. But was disappointed at the ending. Never told how they escaped unsure of completion of an end. Should have had one more episode tying things together.
As was pointed out,"The idea and geography make no sense whatsoever. An crash in southern Ontario (or even just north of Toronto) the plane would be located in hours. Other than that, this is just a really bad version of ""Lord of the Flies"" It's just a waste of space..."
Good show,"The show is good and keeps you intrigued, however, it's flawed as the writers expect you to believe that the 2 most attractive guys fall for the 2 most unattractive women in the show. I love Juliette Lewis who plays Natalie however they make her look like a drag queen and expect us to believe that Alex Wyndham who plays Kevyn falls for her although she is uninterested. Then there is Melanie Lynskey who plays Shauna and has the gorgeous Peter Gadiot who plays Adam fall for her when he is exceptionally younger and she is a frumpy housewife. I get it that looks aren't everything but come on! I chose to ignore that because I'm only on the fifth episode and it is a great watch. Also, in this episode the frumpy housewife and the hot guy went to a bar and they still didn't try to fix her up to where it might be believable. 🙄"
A brilliant work of art,"I hadn't heard of this show or any of the supposed ""hype"" surrounding it. It showed up on my Crave home page, I read the synopsis, and decided to give it a shot. I had no expectations of what the show would or should be like so expectations did not influence my opinion of the show.It seems like everything is intentional and the creators really know what they are doing. There are so many hints and connections everywhere and lots to think about. You can easily miss these if you are not paying attention but they are not essential to the storyline so you will still be able to follow along.Many of the 'unrealistic' aspects are quickly and easily justified if you keep watching past ten minutes or one episode (not saying anyone should do this, but many reviews didn't age well and are irrelevant considering many questions are clearly answered in the show).The (IMO very few) sexual scenes are not explicit or even sexy whatsoever. They help to understand the characters and their lack of boundaries, lack of interest, immaturity, etc.As other reviewers have said, it is dark and heavy and can be a bit much if you are sensitive to that."
Plot Holes the Size of an Olympic Pool,"I wanted to like this so much--loved the idea that the survivors reorganized into a cult. But wow, they don't even try to make it a bit realistic. For escapism it doesn't even come close to being engrossing enough.After the crash, one character has his leg amputated (where does that tool even come from? And then cauterized somehow?) and weeks later is tooling around on crutches as it he has a sprained ankle. In reality he would have been dead in days from sepsis. Also the wolf attack is hilarious--the mauled girl somehow ends up with just two red lines on her face that look painted on. No way could it have been stitched up.Then there's a cabin in the middle of nowhere that looks decrepit but later is clean and organized with tools hanging around. And somehow weeks into this life in the forest, they have clean clothes--a lot them--from pristine shirts, sweaters, and dresses, even formal wear, clean hair, etc.Somehow they have the time, energy, and tools to make a pristine runway for the prop plane.And at the start, how have they buried the dead into perfect matching graves with markers?Someone is always complaining about winter coming, but what are they doing to prepare for it? And apparently this dense, green foliage never gets any rain.There's zero explanation about how they're getting water and drinking it without contracting giardia. It seems to purport that they're boiling it, but no one is ever seen chopping enough wood or hauling enough water to do that. Somehow they have roaring fires everywhere. They never look like they're starving or suffering in any way except for some teen psychological drama. Jackie freezes six feet from the cabin. Inside the cabin everyone has padding and blankets for beds.And good grief, if there were enough berries to make gallons of hooch why weren't they eating the berries for food? As another reviewer noted, there is a lake but they don't try to fish.Ugh, too many of these details to list here, but they take the viewer out of the story.I was ready to suspend belief for the sake of the premise and moving the plot along, but it's too ridiculous--in the flashbacks and present day, too. Other reviewers commented on the sex, but it's quite restrained for a premium service so I'm not sure why anyone's mentioning it--there's nothing explicit and you probably see worse on basic network shows.So it is then ruined because it's one ten-hour long teaser for Season 2 and beyond, I guess. Not even tempted to look at another minute.Too bad, the premise is great. But if 10 hours answers nothing why would we wait for the next? So freaking dumb.Don't waste your time."
A masterpiece,"It's a fantastic genre mashup of survival epic, psychological thriller, mystery and coming of age drama, it's well written, well acted with stellar performances from the casts and well directed. The cinematography is superb with a great theme song and the soundtracks are so good as well."
All kind of genres in one series,"Excellent performances by every single actor and actress. Scenario is the combination of Lost , Pretty little liars , Haunting of Hill House and etc. Because in the series there are different kind of genres. Here include thriller , detective , action , adventure , drama ,romantic , dreadful. I loved the series. The final episode can be more interesting and there can be something for finalising accurately but anyway it was perfect and I hope they save the scenario for second season. Loved it."
Derivative Mash-up,"Imagine ""Lord of the Flies"" shot as a double flashback retrospective set in a Canadian forest isolation instead of a tropical island isolation. Now add mostly girls instead of boys and an '80's high school scene. Finish with crazy cult and supernatural elements familiar to anyone who watched ""The Empty Man"". In short, first season seemed derivative. Maybe second will be less so."
Best tv series I have seen it's awesome and addictive,"Best tv series I have seen it's awesome and addictive. It has a well written story with zero cliche and I love the way the cast and characters were building in the show. The crash scenery was the perfect spot for the show it was spooky, scary, heartbreaking, intriguing, and a thriller as it builds the suspense of the truth coming for them all.I can't wait for another season and I actually think this would make a terrific movie if you could fit it all in for an hour or two may not do the script justice like the series does.I recommend this show to everyone and no one has been disappointed yet."
It hooks you in but moves very slow for survival story,"I do like the series, but it lacks the thrilling suspense that the trailer shows bringing you to watch in the first place. The characters and acting are great, but not all the characters. It's too slow and does get to the point in my opinion. Still worth a watch."
the finale oh.my.GOD.,"This show was something i wasn't expecting,,, in the best way possible. Firstly, i absolutely loved the way it went back and forth from past to present because both storylines were engaging at the same time. I found the relationships w these characters to be amazingly complex and fleshed out, like i legit thought shauna was in love with jackie at first but when everything came out about the pregnancy, i was FLOORED. Then with shauna STILL being with jeff... bye she's the worst type. Then with natalie and trevor's whole thing, they almost made me sob when they told each other they loved each other like wahhhh. Anyways, it was engaging yah but that finale was what took the cake for me. That last 15 minutes was INSANE and i was left so freaked OUT like lowkey hyperventilating i wasn't expecting it to be that horrifying but it was so good, very graphic very intense very creepy and misty and natalie are deranged but the best <33."
Good entertainment but...,"First, the series starts strong as a mixture of different ideas seen before in series like Lost, or movies like Alive. Not original but interesting as the Pilot is pretty cool.Second, some of the teens part are annoying because of lack of great acting. Honestly, I prefer the Juliette Lewis than most of the younger cast.Third, looks like the writers got lost on the last two episodes. Kind of weird situations without any sense, and the worst is they don't solve almost anything in one whole season.So, overall a great potential series but somehow wasted by a predictable script, and without solving anything in 10 episodes."
A good idea ruined,"Here is another example of a good idea (though it has been done in various ways before) utterly ruined by atrocious writing, mediocre direction and very average (and sometimes embarrassingly bad) acting. The plot holes and errors are simply inexcusable.'Lady of the Flies'? They wish."
Yellowjackets crashed straight into my heart,"My god.. I've never stayed up this late losing sleep over a show. I could NOT stop watching it. You get hooked to the story straight from the start, and constantly want to know more about this amazing horrifying mystery.With spectacular character depth and development, as well as a marvelous portrayal by the actors Yellowjackets offer a fantastic coming-of-age plot mixed with horror that will send shivers down your spine. This is the show I've so desperately longed for to be created. I'm so glad I found this gem before it becomes a mainstream wonder, cause this show will without a doubt become a global phenomenon. 10/10 I can't wait for season 2!"
Juliette Lewis: a separate league,"Just like you have thousands of average singers, like Madonna for example, who rely on their looks and show, you have thousands of average actresses, for example Meryl Streep to name one.Luckily we also have geniuses like Amy Winehouse who can really sing and Juliette Lewis, a separate league when it comes to acting.For her alone: a 10. (But the rest of the series is definitely worth it too)."
Fantastic writing and characters,"The story is both compelling and mysterious, and every time you watch it, you pick up on something new. The characters are very well written and complex and portrayed by a phenomenal cast."
Lets see where it goes,"Pretty good show, moves slowly but lots of suspense. Kind of like Lost meets Lord of the Flies. Flashback structure is okay. Acting is good with the older actors. I will keep watching to see where it goes."
Yellowjackets gets a gold star 🌟,"A season of 10 episodes without one Woke moment is a very good place to start. A great story, an excellent cast and good, solid writing make for an entertaining black comedy. Can't wait for season 2...although I do hope it resolves and doesn't string us along for a 3rd season. Keep up the good work."
It's mildly entertaining,"A rather obvious blend of Lord of the Flies and Alive. The only difference is that it's full of poorly formed and largely uninteresting characters, overdramatized mostly inconsequential events and overall poor character development. In short, it kinda sucks."
Great show,"Great series! Been waiting for the second season but they just confirmed it! Has a great plot! I'm really not sure how far they're going to take it, but I did find out that they are making the second season! I mean they could go without a lot of the sexual scenes! I guess since most of scenes though are with kids that are in high school, the blood and guts kind of fits the series I am rating it at 10 because they are bringing back another season. The series also doesn't lack Special effects it did a really good job with all the scenes. I think next season is going to have a real good twist to it."
Not my thang,"Just watched episode 3 and after the second episode it was clear this wasn't something for me. Maybe if I were a woman I would have liked it, not sure. Juliette Lewis is wonderful. Most of the other actresses were uninteresting, boring to watch and / or hard to believe. Although episode 1 already made me wonder if I would like it, in episode 2 in the woods when young Misty out of nowhere grabs an axe I thought somehow they would have explained where it came from but they didn't bother. After a crash like that, to find something like that in a blink of an eye which is next to impossible to get passed customs is extremely lazy writing. Grabbing a piece of metal that came off would have made more sense but I guess they preferred the bloated drama take."
Dissapointment,"This show reminds me this meme with how the ad shows the game and how it actually is. It has an amazing first episode with nice writing, amazing talent in both timelines and an interesting mystery with the cult (?) in the Woods. And thats it, the rest of the episodes are teen and mom drama with bad writing.And i can guess that they gonna strech the mystery for as long as they can.Dissapointment."
Brilliant,Loved every minute of it. I didn't want it to end. Hurry up with season 2. Loved all the characters and binged watched it. I highly recommend and it was intense in places.
Very dark gloomy high-school drama,"This is a high-school drama set in a kill or be killed environment. You have to have guts of steel to down this kind of blood and gore, and that too thrown at your face out of nowhere. The young and the old version of all the characters are picked out meticulously and matches the tone of the drama pretty well. All in all a very good binge if you're into that!"
"Pretty good, crazy and unexpected","Obviously the premise is not a spoiler.....1990's girls soccer team crashes in Canadien mountains on their way to a tournament. This show follows two timelines.....one is the crash and what happens afterwards while they are stranded and one is the present day which follows a few girls who you immediately know survived the whole ordeal. What happens to the rest you have no idea. The first episode sets things up very well and makes you want to watch more. The middle episodes slow down for the current day timeline, but still tells a very good story of the 90's timeline. Then towards the last few episodes both timelines are very interesting and somewhat bizarre. The ending makes you want to keep watching more. You really only get more questions as obviously they are setting it up for a second season. The 90's timeline is some very good TV and far better than the storylines for the current timeline. But even that gets interesting. I will say Christina Ricci plays crazy very well! This is not like Lord of the Flies like I have seen some reviews mention, although I can see why they would say that. It does have a Lost kind of feel to it, but more supernatural in a way because some crazy sh** happens! I definitely want to know what happened in those mountains and want to know more about who survived. The actors are great in this show, again especially crazy Christina Ricci. Watch it for a crazy ride. You won't be disappointed."
Unique and suspenseful with girl power,"This show includes elements of so many entertaining genres and the way they are put together to create it is impressive. I love the flashbacks and the ambiguous suspense involved. The soundtrack is also incredible, as you would guess. And the cast! It's diverse and talented as hell. Have currently watched all episodes but the season 1 finale."
"Alternates between intriguing and, uh, ludicrous","So I binge watched the first season of this Emmy acclaimed series so I could watch the first couple of episodes of Season 2 and have some kind of a clue. Yet I'm already getting the vibe that I still might not have a clue. There's just too much going on--or as that master movie reviewer, Joe Bob Briggs, used to say: ""way too much plot getting in the way of the story."" I'm going to attempt to run through, at least some, of the themes. In so doing, I will spoil so many aspects of the show and its characters, well, suffice it to say: YOU HAVE BEEN WARNED *IN ALL CAPS* !Nominally, it's about a high school girls' soccer team traveling to compete at the national level whose chartered plane crashes in the wilderness (Canada?), killing their head coach and stranding them all for a mind-boggling 19 months. Slowly but inexorably their struggles to survive devolve into a ""Lord of the Flies"" sort of situation until something-let's say evil-has them in its grip. There are two timelines being revealed/explored simultaneously: one is the teen-aged survivalists and (some of whom will not make it through to the present-day timeline) as the adults now with PTSD.Three principal characters who appear in both are portrayed, in adulthood, by Melanie Linskey, Juliette Lewis and Christina Ricci. If I said to just ""guess,"" based on past roles we've seen these fine actresses play, you might peg a few details. Lynskey's teen character is cheating with her BFF's BF and as an adult who ultimately married him, she cheats on him too. Lewis seems like a wild child from the get go, fresh outta rehab as an adult in recovery, driving her black Porsche. And Ricci is called ""weird"" by so many others (and at all different points) on both timelines, her perky and peppy attitude (and copious blond curls) start to take on a kind of ominous tone. Do not let that girl near your food!""Minor"" characters, like Courtney Eaton's Lottie (who MAY have been demonically possessed out in the woods) and Liv Hewson's Vanessa (who definitely WAS attacked by wolves in the woods), turn out to be significant both for what they've brought with them and ultimately what happens to them. One thing that I can say about them all: I did find myself growing increasingly interested in these characters and their individual/team stories. So I'll report back here again after the much-anticipated season 2 has pounced and tried to knaw my face off, I guess."
Absolutely Engrossing.,"This series does not disappoint. I was never bored once, nor glancing at my phone.Yellowjackets is the story about a teenage girl soccer team on their way to the nationals that survive a tragic plane crash to be stranded in the wilderness for nearly 2 years.Though there are continual flashbacks and forwards in this series, they are definitely not confusing.The acting is absolutely amazing.Melanie Lynskey is mesmerizing in this series, along side Christina Ricci and Juliette Lewis.I can't wait for the next season of this series.It will definitely keep you watching, with some nice twists thrown in towards the last episode."
Entertaining...,"I didn't have any expectations going into this but was surprised by how good it was. To be honest it was one of the best shows of 2022. The writing is really good, acting is some of the best I've seen in a while, and overall it's just entertaining.I think Yellowjackets had potential to become one of the biggest shows, but due to the nudity and graphic scenes it feels kind of misaligned with the target audience. If the show had been more PG similar to other popular shows with teen casts (Wednesday, Stranger Things, etc.) the show would see more success in my opinion.I've also seen people complain about the pacing, but I don't have any issues with that.I have issues with a couple things in the show which heavily draw the rating down. The casting, relationships, and overall mature direction of the show (nudity/graphic scenes).If these issues were non existent I genuinely would rate this show 9.5/10, it's one of the best shows I've watched.Still overall really entertaining show."
Unsettling Lord Of the Flies,I went into this show with Low Expectations! There's been 1000000's of new shows lately .. this one is so good.. I found myself counting down the days till the Finale!! It's one of the better shows I've seen in the last 5 years that's not Game of Thrones lol.
Slow moving but intriguing with a nostalgic soundtrack,"Season 1: Near the end of season 1 you had to wonder what 'actually' happened though the first season. Show writers nowadays are masterful at delaying plot progression through the use of flashbacks, which actually make sense for this story. Hopefully it builds to more in time and the delay does keep you anxious for something to actually happen. I'm not necessarily the target audience (Gen-X and Millennial woman) but I thought the show had compelling enough characters, intrigue, and a stellar soundtrack that made it entertaining enough to watch.Season 2: More eventful that the first season and I enjoyed the pairing of Cristine Ricci and Elijah Woods."
Season 2 is too slow and too vague,"I have had to downgrade to a 5 as these series have lost my attention with Season 2. Season 1 was perfect and it paved way for a successful Season 2. But as we go dwell into Season 2, things are not so peachy. As everyone else notes; we as audiences, are no closer to the explanation of the wilderness, the strange behaviours the girls exhibit, or the events perspiring during their isolation (we get a couple of ""ooooooookay"" moments). I have persevered to the finalé in hope of some sort of resolution. But it left me feeling flat and disappointed. I feel this season can be successfully skipped if I knew that there was some conclusion in the third one. But I no longer care to find out..."
Haunting and layered,"I find myself still thinking about this show days after I've watched it. It mixes the gut-wrenching horror of the group's experiences surviving with supernatural elements and the emotional tragedy and turmoil that would come with being forced to endure this deeply traumatic situation. You quickly come to know and feel connected to the characters. It steers away from gore for the sake of gore and cheap scares/tricks, and is purposeful with each of its elements. The mood is well crafted and detailed, helped by a great soundtrack. The characters, the visuals, and the plot is layered and nuanced. It is striking and impactful."
Holy Hell! Totally invested,"Just finished binging all so far and honestly I am totally invested in this show, an incredible cast and acting is the real winner here, deserves every accolade. Series one was amazing but series two is blowing my socks off! I don't get 'stressed' or 'anxious' about tv shows, but this has me all ends up!I don't like giving away plot in my reviews and this is no different, I have seen that other reviewers have compared this the Lord of the Flies, and certain aspects I can agree with but this has so much more, the crossing between the 2 'stories' is so good, and in Some ways I agree that it could be faster paced but I hope it's building to something special, I hope it doesn't fall into the 'lost' trap and end horribly and leave us all wanting, but the feeling I am getting is it won't.I am a massive fan of 'Stranger Things' and this has the vibe of epic that I felt when watching this for the first time."
"Dam, i want more!","Brilliant and addictive show. One of the best series currently. The casting, the story, the scenarios, it's all strangely connected in a perfect way. I could watch this for hours, we got into it. Lot of good sense of humor, and that dark side of the story its so good. The mixture of the past and the present is very well done, it's not boring and it doesn't saturate, in my opinion it's that that makes this show addictive. Dont know what gonna happen, the story is not predictable, which is good because we never know what will happen, but dam, when i watch this, some part in me want to be part of that ""thing"" too!!I do a 10 easily. Can't wait for the next episodes."
Its really good!,"A fresh script, I loved it, I hope there will ve a second season, I recommend you!! I am sure Many People like it! Come on guys, trust me and give it a chance!"
"Not Lord of the Flies, but has NO ending","This is a slow burn. VERY slow burn.It can't be compared to Lord of the Flies, nor the guys in the Andes Mountains. At least not IMHO. So if that's keeping you from watching - don't worry. Plus - it has some excellent humor!It's something that a lot of people, me included, had to talk themselves into watching - and I had watched everything else - so decided to give this a go - mainly because I adore Melanie Lynskey and Juliette Lewis. AND you cannot forget Christina Ricci - who certainly fooled me looks wise.The first 8 episodes are the set up for the last 2. And it is at least 2 episodes too long. That brought it down a star.And the fact that there is information withheld cost another star.I'm not sure that if there is a second season of Yellowjackets that I'll watch. That said, I did fast forward A LOT in this season (when they were running around the woods) and I don't feel I lost anything ....."
It doesn't want us to leave.,"I cannot tell you the last time I watched a series that engaged me so much. I literally went back and rewatched the entire season right after the finale.The acting is fantastic, Melanie Lynskey really gets to shine here, and she's been doing amazing work for years. I bet Christina Ricci had so much fun with her character.The story!!!! I read somewhere (unsure if this is true, so take with a grain of salt!) that the creators made this show because they wanted to show that yes, Lord of the Flies could happen with young women. They set up what is most likely going to happen next season so well. You can see the pieces falling together perfectly, and yet you're still shocked at the end!It's harrowing and addictive, and I cannot wait to see what happens next."
I swear I've reviewed this???,"I'm going to put SPOILERS: First those complaining about the young cast being nothing like the adults??? They are even down to their voices. I figured early on this was not going to be like Lord of the flies or whatever. It was intriguing up until the last 2 episodes. Nothing points to them having done ""horrible: things while stranded. Now quit reading I'm going to theorize here..
I think Peter Gaidot ( Adam) is the kid she had in the woods and Jackie isn't dead. Somehow she's been raising him and perhaps recently died and he, going thru her stuff stumbled upon articles about what happened. Perhaps he doesn't know who he is and went searching perhaps he does. This would make for interesting viewing. My thought was her dream they showed where Jakie helps deliver the baby and it was a boy. Looks like he may be the age he's be. Whatever the car accident wasn't random. I hope it turns around because the last few episodes have been pointless! I also must add I love The intro and theme ""No return"". The female vocals sound like Lewis and she has a band."
This one is fantastic,"I hadn't heard of this until I was reading reviews of The Wilds, and decided to watch it. (For what it's worth, The Wilds is a *very* different show that just happens to have a similar -- but actually different -- starting premise. The Wilds is entertaining, adequate television. Not remotely on the same level as Yellowjackets.)This show is fantastic. The acting is absolutely wonderful throughout. The casting of the younger and older characters is supremely well done. The behavior of the teenagers is so well scripted and directed -- the side glances, the body language in general. I love horror and supernatural stuff, and I love how that element was integrated into the story of some teenagers traumatized by a plane crash.I really think the characters are all interesting as individuals and as part of the group. Misty is bizarre as a teen, and it quickly becomes clear that she's truly, evilly insane. The acting on her character is so good. Shauna as a teen doesn't yet have a huge personality, which is kind of the point -- she was always in Jackie's shadow. But the adult Shauna maintains that sort of bland exterior that hides some serious trauma and weirdness (but I'm not sure how I felt about her repeated insistence that she doesn't like her own daughter, who seems like a perfectly fine person). Natalie's back story may be the most compelling; I liked that it's clear that her self-destructive behavior (drugs and alcohol and promiscuity) started before the crash. I love Taissa for her strength, but she may be the character who makes me the most uncomfortable because of how she is hurting her son and wife.I could keep going but the point is I feel attached to the characters and very excited to see season 2. I think some people were disappointed that there weren't more answers at the end of season 1. Personally I think it was somewhat perfect as far as giving us just enough but keeping us hooked for the next season. One thing I really want to understand is what the heck was going on with Jeff -- clearly there was an ulterior motive behind his relationship with Shauna. I wonder if he was in some way connected to the cult-type people who kidnapped Nat at the end. It seems they are probably connected to Lottie, who was clearly developed as a cult leader out in the woods. And the cult must have killed Travis. So overall, I do think we have enough info to speculate, which is just where a show should be after 1 season.Bottom line: must watch show for anybody who likes mystery, horror, psychological thriller etc. I will probably re-watch before the 2nd season, which I have read is starting filming soon!"
Time to Finally Review this Blood Beehive,"I've been watching since the very second of the very beginning. This show did not disappoint or drag on, it got right into the nitty gritty of it with an opening scene that just started coming around at episode 8 of Season 2 and hasn't pulled the E-Brake yet. (I swear I saw episode 7's description state they were getting rescued back when 5, 6 and 7 dropped together on Showtime but you obviously still had to wait to watch the episodes. Then it changed. I wonder if the network wasnt locked in for a season 3 and had to be ready to wrap up 🤔). It is about time we get to the rescue portion of their journey though and I think we are all assuming the house burning down will factor into that. I've adored how it has weaved past and present throughout. The characters have been developed very well and of course there are girls to spare (Good forethought for the writers) for more storylines and/or surprises in later season(s) since it has basically cultivated and focused on just a handful. It's obviously a mash-up of the Andes flight and general insanity of survival through such a gruesome tremendous experience with enough witchy-woo woo entangled to really make you wonder ""What's goin on"". It's interesting that Coach offered for Nat to go with him where Javi had survived while he was missing and everyone thought he was dead on the same day she was hunted but allowed Javi to die in her place. If the house fire set by Coach leads to their rescue shortly thereafter then it also explains why even though Travis accepted Nat during the ceremony where Lottie elected her as the new leader (spot on timing to step down btw 😆), then Javi really did die for no reason and would explain why Travis didn't keep in touch and why he couldn't handle sticking around. I'm hoping Juliette Lewis isn't gone. I've laughed out loud since Elijah Wood entered the fold. He's added some levity and it's shined on the show. The cast has an actor for older Coach (Carlos Sanz) and older Travis (Andres Soto) although I don't remember seeing older Travis so maybe more storylines to come there too. Christina Ricci was built for her character. She's done an amazing job bringing Misty to life and I can't imagine that was easy. I don't mean to leave anyone out but this review is long enough already."
Just keeps getting more and more ridiculous.,"5 episodes in and just when you think it can't be more over the top, there's a freaking demonic possession? GTFOHCould have been a good show but they went the route of the ULTRA absurd, similar to Lost but somehow worse.None of the characters are likeable, either. Especially when they are adults. Just a bunch of narcissists and psychopaths."
So Lord of The Flies?,Yellow Jackets might not plagiarized but the concept certainly borrows from the William Golding novel Lord of The Flies. Instead of elite boys school we get elite girls soccer instead. If you can get passed that it's a good enough way to kill some time.
"Heavily derivative, saved by excellent acting.","This series throws every trope imaginable at the viewer; part teen romance angst, part survivalist epic, part horror, part supernatural thriller, part murder mystery, part blackmail story and part redemption tale, I'm surprised it doesn't feature a kitchen sink in one of the main roles. It even features that old melodramatic staple, amnesia; how could I forget that? Despite that, it works, largely because of intelligent writing and excellent acting from a very good cast, particularly in the central roles.The central idea, the grim inevitably of starvation with the arrival of winter, grounds some of the more obviously melodramatic tropes in a bleak overall narrative and is generally understated. Eight episodes in, this is engaging and entertaining, despite its obvious debts to other dramas, real and fictional."
Brevity is the soul of suspense - should have been a movie,"Interesting premise, well-acted but suffers from long format - this is NOT a five-season story. If they try to keep that cadence it will spiral off into Lost crappery.This would have been a really tight 120-min movie that asked a ""what happened to these girls?"" question for two acts and really explored what it means to be civilized and how survivors deal with re-integrating into the civilized world after being torn from it, but the side trips and ""featured performers"" will drag this into ""Is that still on?"" distraction at its current pace (don't say Walking Dead, don't say Walking Dead).Streaming services hunger for content is dragging short-form pieces like this into long-form drudgery."
VERY GOOD,"I liked this alot, I love survival stories in general, the acting was really well done, they left us with alot of questions not answered, but I heard they want to make this a 5-season show, hmm, will be interesting..........."
Love it,"Compelling, interesting, and so binge-able. Hard to stop watching. Don't want to give anything away, but you should absolutely watch it. One of my favorites this year."
Average but something new *SPOILERS*,"Ok im 5 episodes in and its ok, curiosity has got be watching further to see what happens.Few plot holes like clothes are still pristine, lots of energy despite us only see them eat on deer about 6 days in, not spooked by demonic activity, a coach who has managed to lose half his leg without hospital treatment but is fine etc etc.BUT I will continue to watch to see where it goes."
"Good, crazed tale a little let down by its dreary aesthetic","Does this series look uremically yellowish because it's called Yellowjackets? Who knows, but whatever the reason, it's no better as a justification than any other for the ugly, simplistic colour grading that pervades so many TV shows and movies nowadays. It's particularly noticeable here because of the contrast with the very well done opening credits, a punky, luridly coloured allusion to cheap nineties video. Like a lot of that era's actual media, those credits have a low-fi energy and immediacy you kill all hope of when you subject all your footage to a distantiatingly artificial tint. I think also especially here I want a bit more of that ragged, realist dynamism for such a crazed story. So much for media tech progress. Just because you have it doesn't mean you have to use it. As Milton Glaser said, 'The computer is to design what the microwave is to cooking.'The story's a little slow to get going and I nearly didn't stick with it, but it ultimately hooked me. A bit like 'On Becoming a God in Central Florida,' it feels post-Coen Brothers, a depiction of a world where no one is immune to madness, amorality and chaos. There might be just a bit too much going on and a slight tonal problem in the veering from comedy to straight dramatic horror or thrills, but, for the moment, I'm willing to go with it. Also, I didn't feel cheated that S1 failed to wrap everything up. There clearly just is more story to tell and it's fun watching it all unfold."
First two episodes has me real hyped...,"That's about it for this review.Yes I've just watched the 3rdf episode, and it was okay but the first two really hooked me. I was kind of hoping to let my life just rot away in it's endless mediocrity (not really but yeah) and watch the show but the 3rd episode was a bit less fun, just a bit less hetik for me.BUT BOY the first and then second episode. Left me on a buzz that I haven't felt in ages. Literally HOOKED.After the second episode there were SO MANY COOL DIRECTIONS the show could have gone, but the 3rd episode kind of put a damper on that, evidently the slight drop in script quality, perhaps due to different writers compared to the first two episodes. I take it the pilot had the highest importance, then the second episode, then they're going for the ""middle episodes"" strategy and for the finale they'll likely bring back the writers from the first/second episode. But we'll seeThe last time a show hooked me like that... well I can't rememberbut I've also not continued many shows that ia have liked...
I mean friends is one of them, also another one I need to watch.And also. TWD did hook me on and off, but that was like my first real show that hooked me apart from LOST. I feel like TWD gave me my depression, so there's that."
WAIT... THAT'S IT??????,"Ok, I started watching this and after the first two episodes I lost interest and stopped watching.After a break, I went back to it and just caught up on the two episodes I'd barely watched in the 'previously on'.I actually quite enjoyed the story between eps 3-9 and was looking forward to seeing how it would end, however the final episode literally ties NOTHING up.What about the spirit in the woods? Who killed the dead guy in the cabin? How could the supernatural girl predict events? How did the rest of the team die? Why did Tai kill the dog? Who really killed Travis and why? How did they get rescued???? SO MANY QUESTIONS.I assume that they are going to make a season 2? Either way I'm a bit disappointed as I thought this could have made a really great limited series and was expecting all the loose ends to be tied up."
Two major faults in the scrypt,"1) There are now flights paths that would go from New Jersey to Seattle via Canada. If the crash was in the American Rockies ( Montana, Idaho) then the crash would be valid.2) It would be nearly impossible for Misty to destroy the Flight Data Recorder from the air plane. These devices are designed to survive a crash, bomb, sinking in the ocean.The two writers did not do their research. PS there are other flaws in the show."
ADDICTING,"I am loving this show. The acting is great and the plot line is SO suspenseful. It's hard to even attempt to summarize this show, but if you like suspense and psychological type thrillers, give it a go! Christina Ricci is amazing, as are Juliette Lewis and Melanie Lynskey and Tawny Cypress. I binged the whole first season in two days."
Love this show,"Season 1 is great. Season 2 is amazing so far, dont trust people that don't like this show!!! I love the characters, I think the casting is great for both the young and the older actors. The story keeps me guessing while also leaving enough to figure out some for myself! Basically everything is important to the plot. The ""plot holes"" are because it's fiction television and don't pertain to the storyline. I'm curious to see how they are gonna fill 5 seasons, but we'll see!If you like a little bit of darkness and mystery, and if you have an attention span that can pay attention to detail (I feel like half these reviews are from people that aren't even watching and are likely on their phones) then you will like this show."
Doubted if I like it ended up loving it,"When I started this show I wasn't liking it at all. It felt to a housewife drama with some time jumps to the past not knowing what happened and who is who. Starting the 3rd episode I was interested in what would happen and started enjoying it more and more. After the second season I felt empty, I want more!This show is original and definitely a horror since it would become more and more disturbing when it continues. The character development is great, the visuals, the story. I can't wait to see what the third season would bring.Just try this show, it's possible you would love it as well!!!"
Surprisingly Good,"First season had me hooked right away with the opening scene. Admittedly gained my interest initially because of Cristina Ricci. After watching the first episode I was already hooked to the main characters and side characters storyline.However, the pacing is a little bit disjointed, although the acting is ranges from decent to supremely good with this varied cast of OG actors and new young actors, I will admit it's the younger actors who really shine, w/ the highlight going to the young actress who plays Misty and ofc the older version of Misty herself, Ms. RICCI.As of writing this I'm 6 episodes into season 2 and I am not disappointed at all. I'm hoping this show gains more popularity and has enough seasons to flesh out the intriguing and entertaining story being told."
Hmm,"Slow beginning gets confusing you can't do nothing but watch the show bc u will miss something but it gets better just gets u addicted haha 😆 I dk eating ur team mates is kinda f up hunt not oh hey I want Monica thigh for lunch barf An how coach dies sad but how they go back an fourth is Kool but u can't miss a thing!!! I had to
Re watch it a lot lol but I added show time to my paramount for this show but show time has a lot good shows we'll paramount has a lot shows I'm addicted too!!!! But it suck's takin so long to come back I hate waiting for it to come back!!! Stop 🛑 doin that to good shows or
Got to wait end of year to find out stuff bc how the heck they ended it like this show can't wait for march."
